t,x_t1,y_t1,z_t1,x_t2,y_t2,z_t2,x_fk,y_fk,z_fk,q0,q1,q2,q3,p0,p1,p2,p3,p4,p5,tau1,tau2,tau3,tau4
8.90667,0.0214857,-0.041056,0.148409,0.0470287,-0.126835,0.24058,-0.00673645,-0.113321,-0.241242,-1.55526,0.481631,-1.35518,0.409114,253.459,795.597,150.944,253.459,795.597,150.944,0,0,0,0,
8.91333,0.0215706,-0.0410752,0.148382,0.0474064,-0.126835,0.240478,-0.00701901,-0.113345,-0.24121,-1.55363,0.48181,-1.34986,0.409651,252.043,795.819,152.137,252.043,795.819,152.137,0,0,0,0,
8.92,0.0216648,-0.0410903,0.148355,0.0478207,-0.126812,0.240381,-0.00731564,-0.113365,-0.241178,-1.55198,0.481963,-1.34406,0.410271,250.629,796.036,153.335,250.629,796.036,153.335,0,0,0,0,
8.92667,0.0217697,-0.0411003,0.148328,0.0482724,-0.126765,0.240289,-0.007619,-0.113377,-0.241152,-1.55017,0.482104,-1.33854,0.410762,249.217,796.247,154.536,249.217,796.247,154.536,0,0,0,0,
8.93333,0.0218864,-0.0411045,0.1483,0.048756,-0.126695,0.240204,-0.0079527,-0.113379,-0.241131,-1.54811,0.482197,-1.33267,0.411276,247.807,796.452,155.74,247.807,796.452,155.74,0,0,0,0,
8.94,0.0220161,-0.0411019,0.148273,0.0492703,-0.126603,0.240127,-0.0082959,-0.113371,-0.241115,-1.54583,0.48224,-1.32722,0.411743,246.399,796.652,156.948,246.399,796.652,156.948,0,0,0,0,
8.94667,0.0221528,-0.0410941,0.148246,0.0498197,-0.126484,0.240057,-0.00866374,-0.113359,-0.241098,-1.54344,0.482248,-1.32123,0.412356,244.994,796.846,158.159,244.994,796.846,158.159,0,0,0,0,
8.95333,0.0223012,-0.0410787,0.14822,0.0503914,-0.126344,0.239994,-0.009051,-0.11333,-0.24109,-1.54085,0.482208,-1.31507,0.412845,243.591,797.034,159.374,243.591,797.034,159.374,0,0,0,0,
8.96,0.0224593,-0.0410569,0.148193,0.0509803,-0.126185,0.239939,-0.00946127,-0.113297,-0.241083,-1.53789,0.482145,-1.30933,0.413343,242.19,797.216,160.593,242.19,797.216,160.593,0,0,0,0,
8.96667,0.0226298,-0.0410268,0.148166,0.0515869,-0.126011,0.239887,-0.00990888,-0.113258,-0.241079,-1.5345,0.482076,-1.30359,0.41378,240.792,797.393,161.815,240.792,797.393,161.815,0,0,0,0,
8.97333,0.0228106,-0.0409902,0.14814,0.0522113,-0.125819,0.239841,-0.0103739,-0.113207,-0.241079,-1.53083,0.481961,-1.29812,0.414164,239.396,797.563,163.04,239.396,797.563,163.04,0,0,0,0,
8.98,0.0230051,-0.0409448,0.148115,0.0528435,-0.125611,0.239799,-0.0108466,-0.113151,-0.24108,-1.52701,0.481813,-1.29285,0.414589,238.002,797.728,164.269,238.002,797.728,164.269,0,0,0,0,
8.98667,0.0232074,-0.0408923,0.148091,0.0534768,-0.125398,0.23976,-0.0113479,-0.113082,-0.241086,-1.52281,0.481611,-1.28778,0.414994,236.61,797.888,165.502,236.61,797.888,165.502,0,0,0,0,
8.99333,0.0234187,-0.0408323,0.148067,0.0541152,-0.125175,0.239722,-0.01188,-0.113005,-0.241093,-1.51814,0.481353,-1.28318,0.415451,235.221,798.041,166.737,235.221,798.041,166.737,0,0,0,0,
9,0.0236398,-0.0407642,0.148045,0.0547565,-0.124951,0.239686,-0.0124279,-0.112909,-0.241109,-1.51326,0.481018,-1.27856,0.415866,233.834,798.189,167.976,233.834,798.189,167.976,0,0,0,0,
9.00667,0.0238688,-0.0406909,0.148026,0.0554029,-0.12472,0.23965,-0.0129922,-0.112797,-0.241131,-1.50813,0.48059,-1.27416,0.416327,232.45,798.331,169.219,232.45,798.331,169.219,0,0,0,0,
9.01333,0.0240983,-0.0406117,0.148005,0.056045,-0.124487,0.239614,-0.0135621,-0.112688,-0.24115,-1.50303,0.480205,-1.26943,0.416792,231.068,798.467,170.465,231.068,798.467,170.465,0,0,0,0,
9.02,0.0243302,-0.0405287,0.147985,0.0566855,-0.124252,0.239576,-0.0141325,-0.112574,-0.241169,-1.49781,0.479794,-1.26508,0.417288,229.689,798.597,171.714,229.689,798.597,171.714,0,0,0,0,
9.02667,0.0245619,-0.0404449,0.147965,0.0573205,-0.124021,0.239535,-0.0146866,-0.112454,-0.241192,-1.49275,0.479378,-1.2607,0.417693,228.312,798.722,172.966,228.312,798.722,172.966,0,0,0,0,
9.03333,0.0247942,-0.0403607,0.147946,0.0579497,-0.123791,0.239492,-0.0152498,-0.112334,-0.24121,-1.48753,0.478928,-1.25661,0.418283,226.937,798.84,174.222,226.937,798.84,174.222,0,0,0,0,
9.04,0.0250253,-0.0402754,0.147926,0.0585723,-0.123564,0.239446,-0.015852,-0.112205,-0.241228,-1.48175,0.478448,-1.25288,0.418888,225.565,798.953,175.481,225.565,798.953,175.481,0,0,0,0,
9.04667,0.0252525,-0.040193,0.147906,0.0591869,-0.123342,0.239399,-0.0164331,-0.112068,-0.241251,-1.47604,0.477938,-1.24967,0.419405,224.196,799.061,176.743,224.196,799.061,176.743,0,0,0,0,
9.05333,0.0254811,-0.0401096,0.14789,0.0597887,-0.123132,0.239346,-0.0169651,-0.111942,-0.241272,-1.47121,0.47754,-1.24523,0.419835,222.829,799.162,178.008,222.829,799.162,178.008,0,0,0,0,
9.06,0.0257034,-0.0400285,0.14787,0.0603804,-0.122929,0.239288,-0.0175225,-0.111811,-0.241293,-1.46597,0.477135,-1.2412,0.42024,221.464,799.258,179.277,221.464,799.258,179.277,0,0,0,0,
9.06667,0.0259244,-0.0399477,0.147849,0.0609613,-0.122736,0.23923,-0.0180989,-0.111688,-0.241302,-1.46046,0.476752,-1.23745,0.420854,220.103,799.348,180.549,220.103,799.348,180.549,0,0,0,0,
9.07333,0.026141,-0.0398689,0.147828,0.0615305,-0.12255,0.239167,-0.0186497,-0.111563,-0.241315,-1.45517,0.476376,-1.23388,0.421349,218.744,799.432,181.824,218.744,799.432,181.824,0,0,0,0,
9.08,0.0263591,-0.0397917,0.147809,0.0620919,-0.122374,0.239099,-0.0191592,-0.111454,-0.241318,-1.45072,0.47607,-1.22915,0.42203,217.387,799.51,183.102,217.387,799.51,183.102,0,0,0,0,
9.08667,0.0265705,-0.0397187,0.14779,0.0626364,-0.122207,0.239027,-0.0196633,-0.111336,-0.241327,-1.4462,0.475741,-1.22473,0.422597,216.033,799.582,184.384,216.033,799.582,184.384,0,0,0,0,
9.09333,0.0267786,-0.0396469,0.14777,0.0631703,-0.122053,0.238953,-0.0201632,-0.111225,-0.241332,-1.44167,0.475454,-1.22055,0.423163,214.682,799.649,185.668,214.682,799.649,185.668,0,0,0,0,
9.1,0.0269824,-0.039578,0.147748,0.0636879,-0.121904,0.238875,-0.0206554,-0.111118,-0.241334,-1.43716,0.475214,-1.21656,0.423649,213.333,799.71,186.956,213.333,799.71,186.956,0,0,0,0,
9.10667,0.0271824,-0.0395142,0.147725,0.0641924,-0.121768,0.238796,-0.0211442,-0.111019,-0.241328,-1.43274,0.474988,-1.21256,0.424311,211.988,799.765,188.247,211.988,799.765,188.247,0,0,0,0,
9.11333,0.0273748,-0.0394557,0.147702,0.0646797,-0.121639,0.238713,-0.0216128,-0.110916,-0.24133,-1.42849,0.474811,-1.20856,0.424685,210.645,799.814,189.54,210.645,799.814,189.54,0,0,0,0,
9.12,0.0275597,-0.0394011,0.14768,0.0651557,-0.121518,0.238627,-0.0220642,-0.110826,-0.241323,-1.42442,0.474672,-1.20469,0.425163,209.304,799.858,190.837,209.304,799.858,190.837,0,0,0,0,
9.12667,0.0277365,-0.0393498,0.147653,0.0656138,-0.121408,0.238541,-0.0225539,-0.110713,-0.241325,-1.41964,0.474437,-1.20166,0.42559,207.967,799.896,192.137,207.967,799.896,192.137,0,0,0,0,
9.13333,0.0279049,-0.039302,0.147626,0.0660521,-0.121307,0.238454,-0.0230483,-0.110603,-0.241321,-1.41481,0.474189,-1.19866,0.426177,206.632,799.927,193.44,206.632,799.927,193.44,0,0,0,0,
9.14,0.0280659,-0.0392583,0.147601,0.0664773,-0.121216,0.238366,-0.0235307,-0.110496,-0.241314,-1.41003,0.473963,-1.19599,0.42674,205.3,799.954,194.746,205.3,799.954,194.746,0,0,0,0,
9.14667,0.0282218,-0.0392178,0.147576,0.0668832,-0.121131,0.238278,-0.024001,-0.110393,-0.241307,-1.40537,0.473782,-1.19332,0.427231,203.971,799.974,196.055,203.971,799.974,196.055,0,0,0,0,
9.15333,0.0283709,-0.0391812,0.147551,0.0672712,-0.121056,0.238191,-0.0244549,-0.110299,-0.241296,-1.40094,0.473648,-1.19058,0.427717,202.644,799.988,197.367,202.644,799.988,197.367,0,0,0,0,
9.16,0.0285126,-0.0391487,0.147526,0.067645,-0.120985,0.238102,-0.0248909,-0.11021,-0.241284,-1.39672,0.47355,-1.1878,0.428147,201.321,799.997,198.681,201.321,799.997,198.681,0,0,0,0,
9.16667,0.0286476,-0.0391187,0.147501,0.0680023,-0.120923,0.238015,-0.0253094,-0.110124,-0.241272,-1.39269,0.473478,-1.18505,0.428541,200,800,199.999,200,800,199.999,0,0,0,0,
9.18,0.0289016,-0.0390658,0.147452,0.0686667,-0.120816,0.237844,-0.0261065,-0.109977,-0.241235,-1.38524,0.473428,-1.17919,0.429454,197.368,799.988,202.643,197.368,799.988,202.643,0,0,0,0,
9.18667,0.0290196,-0.0390429,0.147428,0.0689739,-0.12077,0.237761,-0.0264814,-0.109915,-0.241212,-1.38181,0.473467,-1.17626,0.429879,196.056,799.974,203.969,196.056,799.974,203.969,0,0,0,0,
9.19333,0.0291318,-0.0390228,0.147405,0.0692629,-0.120728,0.237681,-0.0268382,-0.109856,-0.24119,-1.37853,0.473517,-1.17349,0.430255,194.747,799.954,205.299,194.747,799.954,205.299,0,0,0,0,
9.2,0.0292399,-0.0390039,0.147383,0.0695405,-0.120689,0.237605,-0.0271905,-0.109798,-0.241167,-1.37534,0.473565,-1.17065,0.430674,193.441,799.928,206.63,193.441,799.928,206.63,0,0,0,0,
9.20667,0.0293432,-0.0389863,0.147362,0.0698001,-0.120653,0.237531,-0.0275246,-0.109742,-0.241145,-1.37227,0.473627,-1.16804,0.431003,192.139,799.896,207.965,192.139,799.896,207.965,0,0,0,0,
9.21333,0.029442,-0.0389692,0.147342,0.0700446,-0.120617,0.237462,-0.0278489,-0.109687,-0.241124,-1.36928,0.473689,-1.16558,0.431331,190.839,799.858,209.303,190.839,799.858,209.303,0,0,0,0,
9.22,0.0295358,-0.0389532,0.147323,0.0702747,-0.120582,0.237397,-0.0281637,-0.109634,-0.241103,-1.36645,0.473748,-1.16294,0.431682,189.542,799.814,210.643,189.542,799.814,210.643,0,0,0,0,
9.22667,0.0296255,-0.0389376,0.147305,0.0704941,-0.120548,0.237335,-0.02847,-0.109582,-0.241081,-1.36371,0.473806,-1.16035,0.432056,188.248,799.765,211.986,188.248,799.765,211.986,0,0,0,0,
9.23333,0.0297111,-0.0389223,0.147289,0.0707005,-0.120516,0.237279,-0.0287598,-0.109532,-0.24106,-1.36112,0.473856,-1.1579,0.432413,186.957,799.71,213.332,186.957,799.71,213.332,0,0,0,0,
9.24,0.0297928,-0.0389067,0.147274,0.0708954,-0.120482,0.237227,-0.0290322,-0.10948,-0.241046,-1.35864,0.473906,-1.15565,0.432629,185.67,799.649,214.681,185.67,799.649,214.681,0,0,0,0,
9.24667,0.0298701,-0.0388911,0.14726,0.0710801,-0.120446,0.237179,-0.0292948,-0.109426,-0.241033,-1.35627,0.473945,-1.15338,0.43283,184.385,799.582,216.032,184.385,799.582,216.032,0,0,0,0,
9.25333,0.029944,-0.0388754,0.147247,0.0712559,-0.120407,0.237136,-0.0295472,-0.109371,-0.241023,-1.35401,0.473966,-1.1511,0.433029,183.104,799.51,217.386,183.104,799.51,217.386,0,0,0,0,
9.26,0.0300151,-0.0388589,0.147234,0.0714246,-0.120367,0.237097,-0.0297942,-0.109311,-0.241015,-1.35181,0.473961,-1.14879,0.433231,181.825,799.432,218.742,181.825,799.432,218.742,0,0,0,0,
9.26667,0.0300833,-0.0388411,0.147224,0.0715843,-0.120324,0.237063,-0.0300305,-0.109251,-0.24101,-1.34971,0.473937,-1.14655,0.433421,180.55,799.348,220.101,180.55,799.348,220.101,0,0,0,0,
9.27333,0.0301488,-0.0388223,0.147214,0.0717393,-0.120277,0.237035,-0.0302548,-0.109188,-0.241008,-1.34768,0.473901,-1.14446,0.433538,179.279,799.258,221.463,179.279,799.258,221.463,0,0,0,0,
9.28,0.0302127,-0.0388023,0.147205,0.0718897,-0.120224,0.23701,-0.0304769,-0.109123,-0.241008,-1.34567,0.473846,-1.14239,0.433691,178.01,799.162,222.827,178.01,799.162,222.827,0,0,0,0,
9.28667,0.0302754,-0.0387809,0.147196,0.072038,-0.120166,0.236989,-0.0307,-0.109056,-0.241008,-1.34369,0.47377,-1.14017,0.433887,176.744,799.061,224.194,176.744,799.061,224.194,0,0,0,0,
9.29333,0.0303378,-0.0387571,0.147188,0.072188,-0.1201,0.236972,-0.0309248,-0.108975,-0.241016,-1.34163,0.473645,-1.13799,0.433991,175.482,798.954,225.564,175.482,798.954,225.564,0,0,0,0,
9.3,0.0304002,-0.0387314,0.147181,0.072339,-0.120029,0.23696,-0.0311347,-0.108893,-0.241028,-1.33961,0.473496,-1.13622,0.434057,174.223,798.841,226.936,174.223,798.841,226.936,0,0,0,0,
9.30667,0.0304635,-0.038703,0.147175,0.0724917,-0.119949,0.236952,-0.0313541,-0.108806,-0.241041,-1.33755,0.473324,-1.1342,0.434171,172.967,798.722,228.31,172.967,798.722,228.31,0,0,0,0,
9.31333,0.0305282,-0.0386712,0.147169,0.0726502,-0.119861,0.23695,-0.0315647,-0.10872,-0.241053,-1.33554,0.473127,-1.13236,0.434349,171.715,798.597,229.687,171.715,798.597,229.687,0,0,0,0,
9.32,0.0305936,-0.0386365,0.147165,0.0728185,-0.11976,0.236952,-0.0317774,-0.108629,-0.241066,-1.33348,0.472903,-1.13055,0.434545,170.466,798.467,231.067,170.466,798.467,231.067,0,0,0,0,
9.32667,0.0306623,-0.0385976,0.147161,0.0729964,-0.119646,0.236956,-0.031998,-0.108519,-0.241091,-1.33129,0.472617,-1.12869,0.434634,169.22,798.331,232.449,169.22,798.331,232.449,0,0,0,0,
9.33333,0.0307337,-0.0385553,0.147158,0.0731839,-0.11952,0.236965,-0.0322185,-0.108406,-0.241118,-1.32909,0.472308,-1.12683,0.434719,167.978,798.189,233.833,167.978,798.189,233.833,0,0,0,0,
9.34,0.0308084,-0.0385094,0.147155,0.0733862,-0.119378,0.236978,-0.0324426,-0.108285,-0.241148,-1.32685,0.471975,-1.12486,0.434793,166.739,798.041,235.22,166.739,798.041,235.22,0,0,0,0,
9.34667,0.0308866,-0.0384595,0.147153,0.0736003,-0.119224,0.236994,-0.0326774,-0.108158,-0.241179,-1.3245,0.471606,-1.12284,0.434923,165.503,797.888,236.609,165.503,797.888,236.609,0,0,0,0,
9.35333,0.0309706,-0.0384036,0.14715,0.073836,-0.119051,0.237014,-0.0329134,-0.108023,-0.241215,-1.32215,0.471228,-1.12063,0.43497,164.271,797.729,238,164.271,797.729,238,0,0,0,0,
9.36,0.0310577,-0.0383436,0.147147,0.0740865,-0.118864,0.237035,-0.0331492,-0.107888,-0.241251,-1.31987,0.470866,-1.11817,0.434986,163.042,797.564,239.394,163.042,797.564,239.394,0,0,0,0,
9.36667,0.031148,-0.0382804,0.147144,0.0743639,-0.118659,0.237059,-0.0333944,-0.107748,-0.241288,-1.31755,0.470501,-1.11545,0.435009,161.816,797.393,240.79,161.816,797.393,240.79,0,0,0,0,
9.37333,0.0312421,-0.0382135,0.14714,0.0746581,-0.118439,0.237084,-0.0336451,-0.107603,-0.241325,-1.31515,0.470108,-1.11275,0.435074,160.594,797.216,242.189,160.594,797.216,242.189,0,0,0,0,
9.38,0.0313407,-0.0381435,0.147137,0.0749785,-0.118204,0.237108,-0.0339056,-0.107446,-0.24137,-1.31263,0.469702,-1.10988,0.435016,159.376,797.034,243.59,159.376,797.034,243.59,0,0,0,0,
9.38667,0.0314443,-0.0380699,0.147132,0.0753218,-0.117955,0.237131,-0.0341764,-0.107283,-0.241414,-1.31007,0.469275,-1.10673,0.435009,158.161,796.846,244.993,158.161,796.846,244.993,0,0,0,0,
9.39333,0.0315522,-0.037993,0.147128,0.075684,-0.1177,0.23715,-0.0344603,-0.10712,-0.241454,-1.30745,0.468838,-1.10332,0.435172,156.949,796.652,246.398,156.949,796.652,246.398,0,0,0,0,
9.4,0.0316641,-0.0379132,0.147123,0.0760701,-0.117434,0.237167,-0.0347534,-0.106953,-0.241494,-1.30486,0.468429,-1.09943,0.435257,155.741,796.453,247.806,155.741,796.453,247.806,0,0,0,0,
9.40667,0.0317813,-0.0378312,0.147117,0.0764792,-0.117159,0.237179,-0.0350751,-0.106769,-0.241538,-1.30194,0.46798,-1.09536,0.435361,154.537,796.247,249.215,154.537,796.247,249.215,0,0,0,0,
9.41333,0.0319026,-0.0377476,0.147112,0.0769023,-0.116883,0.237184,-0.035404,-0.106578,-0.241584,-1.29887,0.467501,-1.09142,0.435472,153.336,796.036,250.627,153.336,796.036,250.627,0,0,0,0,
9.42,0.0320296,-0.0376616,0.147105,0.0773429,-0.116605,0.237183,-0.0357497,-0.106387,-0.241625,-1.29572,0.467047,-1.08716,0.435643,152.139,795.82,252.041,152.139,795.82,252.041,0,0,0,0,
9.42667,0.0321582,-0.0375772,0.147097,0.0778001,-0.116324,0.237175,-0.0360916,-0.106204,-0.241661,-1.29278,0.466668,-1.08241,0.435791,150.945,795.597,253.457,150.945,795.597,253.457,0,0,0,0,
9.43333,0.0322919,-0.0374914,0.147088,0.0782736,-0.116042,0.23716,-0.036446,-0.106015,-0.241699,-1.28973,0.466291,-1.07744,0.43591,149.755,795.369,254.876,149.755,795.369,254.876,0,0,0,0,
9.44,0.0324324,-0.0374034,0.147077,0.0787579,-0.115767,0.237135,-0.0368126,-0.105824,-0.241733,-1.28649,0.46592,-1.07266,0.43608,148.568,795.135,256.296,148.568,795.135,256.296,0,0,0,0,
9.44667,0.0325791,-0.0373127,0.147066,0.0792458,-0.115497,0.237103,-0.0371941,-0.105631,-0.241764,-1.28313,0.465562,-1.06769,0.436302,147.385,794.895,257.719,147.385,794.895,257.719,0,0,0,0,
9.45333,0.0327286,-0.0372232,0.147053,0.079747,-0.115229,0.237063,-0.0376092,-0.105425,-0.241794,-1.27968,0.465233,-1.06162,0.436519,146.206,794.65,259.143,146.206,794.65,259.143,0,0,0,0,
9.46,0.0328803,-0.0371356,0.147039,0.0802535,-0.114964,0.237015,-0.0380384,-0.105202,-0.241833,-1.27604,0.464882,-1.05539,0.4366,145.031,794.399,260.57,145.031,794.399,260.57,0,0,0,0,
9.46667,0.0330334,-0.0370489,0.147024,0.0807578,-0.114711,0.236961,-0.0384763,-0.104986,-0.241861,-1.27212,0.464535,-1.0499,0.436855,143.859,794.142,261.999,143.859,794.142,261.999,0,0,0,0,
9.47333,0.0331895,-0.0369638,0.147006,0.0812644,-0.114463,0.2369,-0.0389244,-0.104775,-0.241885,-1.26824,0.464286,-1.04388,0.437002,142.691,793.879,263.429,142.691,793.879,263.429,0,0,0,0,
9.48,0.033343,-0.0368854,0.146986,0.0817662,-0.114237,0.236831,-0.0393446,-0.104592,-0.241898,-1.26425,0.464111,-1.03957,0.437144,141.527,793.611,264.862,141.527,793.611,264.862,0,0,0,0,
9.48667,0.0335002,-0.0368096,0.146965,0.0822571,-0.114022,0.236761,-0.0397714,-0.104413,-0.241903,-1.26014,0.463941,-1.03548,0.437423,140.366,793.337,266.297,140.366,793.337,266.297,0,0,0,0,
9.49333,0.033656,-0.0367368,0.146943,0.0827428,-0.113815,0.236683,-0.0401931,-0.104232,-0.241913,-1.2561,0.463817,-1.03125,0.437502,139.209,793.057,267.733,139.209,793.057,267.733,0,0,0,0,
9.5,0.0338108,-0.0366661,0.146921,0.0832219,-0.113619,0.236603,-0.0406248,-0.104054,-0.241916,-1.25191,0.463694,-1.02725,0.437719,138.056,792.772,269.172,138.056,792.772,269.172,0,0,0,0,
9.50667,0.0339618,-0.0366002,0.146898,0.0836844,-0.113434,0.236519,-0.0410494,-0.103884,-0.241914,-1.24776,0.463604,-1.02346,0.437959,136.907,792.481,270.612,136.907,792.481,270.612,0,0,0,0,
9.51333,0.0341098,-0.0365371,0.146874,0.0841378,-0.113257,0.236432,-0.0414665,-0.103717,-0.241911,-1.24379,0.463554,-1.01934,0.438141,135.761,792.184,272.054,135.761,792.184,272.054,0,0,0,0,
9.52,0.0342508,-0.036478,0.14685,0.0845725,-0.113092,0.236344,-0.0418702,-0.103567,-0.241899,-1.24006,0.463539,-1.01525,0.438494,134.62,791.881,273.498,134.62,791.881,273.498,0,0,0,0,
9.52667,0.0343872,-0.0364218,0.146826,0.0849925,-0.112936,0.236253,-0.0422614,-0.103417,-0.241892,-1.23637,0.463541,-1.01139,0.438683,133.482,791.573,274.944,133.482,791.573,274.944,0,0,0,0,
9.53333,0.0345222,-0.0363689,0.146803,0.0853928,-0.112789,0.236163,-0.0426445,-0.103275,-0.24188,-1.23274,0.463581,-1.00771,0.438859,132.348,791.259,276.392,132.348,791.259,276.392,0,0,0,0,
9.54,0.0346537,-0.036319,0.146779,0.0857785,-0.112654,0.236073,-0.0430315,-0.103142,-0.241861,-1.22915,0.463671,-1.00393,0.439111,131.218,790.94,277.842,131.218,790.94,277.842,0,0,0,0,
9.54667,0.0347805,-0.0362726,0.146754,0.0861359,-0.112532,0.235984,-0.0434094,-0.103017,-0.24184,-1.22554,0.463802,-1.00058,0.439283,130.092,790.614,279.293,130.092,790.614,279.293,0,0,0,0,
9.55333,0.034905,-0.0362285,0.146729,0.0864801,-0.112416,0.235894,-0.0437691,-0.102895,-0.241822,-1.2222,0.46394,-0.997035,0.439409,128.97,790.284,280.746,128.97,790.284,280.746,0,0,0,0,
9.56,0.0350254,-0.036188,0.146703,0.0868042,-0.112308,0.235809,-0.0441135,-0.102782,-0.241799,-1.21902,0.464077,-0.993722,0.439632,127.851,789.947,282.201,127.851,789.947,282.201,0,0,0,0,
9.56667,0.0351439,-0.03615,0.146678,0.08711,-0.112209,0.235727,-0.0444541,-0.102668,-0.241778,-1.2158,0.464186,-0.990631,0.43988,126.737,789.605,283.657,126.737,789.605,283.657,0,0,0,0,
9.57333,0.0352583,-0.0361149,0.146653,0.087401,-0.112119,0.235645,-0.0447809,-0.102556,-0.241758,-1.21269,0.464287,-0.987705,0.440103,125.627,789.257,285.115,125.627,789.257,285.115,0,0,0,0,
9.58,0.0353673,-0.0360824,0.146627,0.0876702,-0.112037,0.235568,-0.0450972,-0.102445,-0.24174,-1.20965,0.464388,-0.984938,0.440272,124.52,788.904,286.575,124.52,788.904,286.575,0,0,0,0,
9.58667,0.0354719,-0.0360516,0.146603,0.0879259,-0.111959,0.235493,-0.0454021,-0.102335,-0.241724,-1.2067,0.464478,-0.98228,0.440419,123.418,788.545,288.037,123.418,788.545,288.037,0,0,0,0,
9.59333,0.0355721,-0.0360228,0.146579,0.0881695,-0.111889,0.23542,-0.045696,-0.10223,-0.241707,-1.20395,0.464569,-0.979436,0.440612,122.32,788.18,289.5,122.32,788.18,289.5,0,0,0,0,
9.6,0.0356708,-0.0359959,0.146554,0.0884002,-0.111824,0.235351,-0.0459732,-0.102139,-0.241685,-1.20136,0.464695,-0.976905,0.440823,121.225,787.809,290.965,121.225,787.809,290.965,0,0,0,0,
9.60667,0.0357649,-0.0359715,0.14653,0.0886166,-0.11176,0.235286,-0.0462628,-0.102035,-0.24167,-1.19885,0.464849,-0.973418,0.440892,120.135,787.433,292.431,120.135,787.433,292.431,0,0,0,0,
9.61333,0.0358558,-0.0359484,0.146506,0.0888239,-0.1117,0.235221,-0.0465481,-0.101935,-0.241653,-1.1964,0.465016,-0.969908,0.440955,119.049,787.052,293.899,119.049,787.052,293.899,0,0,0,0,
9.62,0.0359421,-0.0359267,0.146483,0.0890192,-0.111644,0.23516,-0.0468215,-0.101834,-0.24164,-1.19408,0.465181,-0.966395,0.44095,117.967,786.665,295.368,117.967,786.665,295.368,0,0,0,0,
9.62667,0.0360244,-0.0359064,0.146461,0.0892063,-0.111591,0.235102,-0.0470908,-0.10174,-0.241624,-1.19181,0.465363,-0.962967,0.440981,116.888,786.272,296.839,116.888,786.272,296.839,0,0,0,0,
9.63333,0.0361042,-0.0358866,0.14644,0.0893891,-0.111539,0.235046,-0.0473506,-0.101649,-0.241606,-1.18964,0.46554,-0.959616,0.441043,115.814,785.873,298.312,115.814,785.873,298.312,0,0,0,0,
9.64,0.0361809,-0.0358677,0.146419,0.089566,-0.111488,0.234991,-0.0476004,-0.101564,-0.241589,-1.18758,0.465712,-0.956331,0.441138,114.745,785.469,299.785,114.745,785.469,299.785,0,0,0,0,
9.64667,0.0362543,-0.0358494,0.1464,0.0897355,-0.111439,0.234939,-0.047841,-0.10148,-0.241571,-1.1856,0.465875,-0.953147,0.44124,113.679,785.06,301.261,113.679,785.06,301.261,0,0,0,0,
9.65333,0.0363251,-0.0358318,0.146381,0.0898996,-0.11139,0.234888,-0.0480689,-0.101398,-0.241556,-1.18363,0.466019,-0.950401,0.441304,112.617,784.645,302.738,112.617,784.645,302.738,0,0,0,0,
9.66,0.0363935,-0.0358143,0.146363,0.0900629,-0.111339,0.23484,-0.0482913,-0.101314,-0.241545,-1.18172,0.466155,-0.947582,0.441306,111.56,784.224,304.216,111.56,784.224,304.216,0,0,0,0,
9.66667,0.0364602,-0.035797,0.146346,0.0902251,-0.111286,0.234792,-0.0485043,-0.101233,-0.241534,-1.17988,0.466278,-0.944943,0.441339,110.507,783.797,305.695,110.507,783.797,305.695,0,0,0,0,
9.67333,0.0365262,-0.0357792,0.14633,0.0903855,-0.111232,0.234747,-0.0487146,-0.101154,-0.241521,-1.17805,0.466391,-0.942417,0.441424,109.458,783.366,307.176,109.458,783.366,307.176,0,0,0,0,
9.68,0.0365262,-0.0357792,0.14633,0.0903855,-0.111232,0.234747,-0.0487146,-0.101154,-0.241521,-1.17805,0.466391,-0.942417,0.441424,108.413,782.928,308.659,108.413,782.928,308.659,0,0,0,0,
9.68667,0.0366554,-0.0357424,0.146299,0.0907058,-0.111114,0.234665,-0.0491353,-0.100985,-0.2415,-1.17436,0.46657,-0.937303,0.441598,107.372,782.485,310.142,107.372,782.485,310.142,0,0,0,0,
9.69333,0.0367184,-0.0357232,0.146285,0.0908654,-0.111049,0.234629,-0.0493439,-0.100899,-0.24149,-1.17256,0.466649,-0.934652,0.441702,106.336,782.036,311.627,106.336,782.036,311.627,0,0,0,0,
9.7,0.0367804,-0.0357032,0.146271,0.0910302,-0.110976,0.234593,-0.0495477,-0.100811,-0.241483,-1.17083,0.466725,-0.93191,0.441754,105.304,781.582,313.113,105.304,781.582,313.113,0,0,0,0,
9.70667,0.0368422,-0.035682,0.146258,0.0911968,-0.110897,0.234561,-0.0497479,-0.100718,-0.241481,-1.16911,0.466789,-0.929082,0.441721,104.276,781.123,314.601,104.276,781.123,314.601,0,0,0,0,
9.71333,0.0369041,-0.0356592,0.146246,0.0913681,-0.110811,0.234532,-0.0499489,-0.100621,-0.24148,-1.16741,0.46684,-0.926143,0.441711,103.253,780.658,316.089,103.253,780.658,316.089,0,0,0,0,
9.72,0.0369667,-0.0356342,0.146234,0.091544,-0.110716,0.234507,-0.0501536,-0.100521,-0.241479,-1.16567,0.466872,-0.923186,0.441743,102.233,780.187,317.579,102.233,780.187,317.579,0,0,0,0,
